LEASE_NUMBER,PRODUCTION_DATE,PRODUCT_CODE,MON_O_PROD_VOL,MON_G_PROD_VOL,OPERATOR_NUM
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,G,0,50,3151
16,201901,O,0,0,3151
16,201901,O,304,0,3151
16,201901,U,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,U,0,0,3151
16,201901,O,0,0,3151
16,201901,O,335,206,3151
16,201901,O,0,0,3151
16,201901,O,1340,1307,3151
16,201901,U,0,0,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,1902,739,3151
16,201901,O,0,0,3151
16,201901,U,0,0,3151
16,201901,O,10,2,3151
16,201901,O,0,0,3151
16,201901,G,0,0,3151
16,201901,O,0,0,3151
16,201901,U,0,0,3151
16,201901,O,1020,2265,3151
16,201901,O,0,0,3151
16,201901,O,0,0,3151
16,201901,O,1593,3594,3151
16,201901,O,0,0,3151
16,201901,O,2338,2272,3151
16,201901,U,0,0,3151
16,201901,O,0,0,3151
16,201901,U,0,0,3151
16,201901,O,0,0,3151
18,201901,O,155,3416,3151
19,201901,U,0,0,2375
19,201901,U,0,0,2375
19,201901,U,0,0,2375
19,201901,G,0,4529,3151
19,201901,G,955,247,3151
19,201901,O,1350,311,3151
19,201901,G,0,0,3151
19,201901,O,784,225,3151
19,201901,O,2018,1084,3151
19,201901,O,0,0,3151
19,201901,O,0,0,3151
19,201901,O,6273,324169,3151
19,201901,U,0,0,2375
19,201901,O,3373,1648,3151
19,201901,O,935,1075,3151
19,201901,O,4374,279,3151
20,201901,O,30848,58603,3295
20,201901,U,0,0,3151
20,201901,U,0,0,3151
20,201901,U,0,0,3151
20,201901,U,0,0,3151
20,201901,O,0,0,3151
20,201901,O,2818,5754,3151
20,201901,O,2221,3276,3151
20,201901,O,926,3721,3151
20,201901,O,5760,11099,3151
20,201901,O,0,0,3151
20,201901,G,0,0,3151
20,201901,O,827,3027,3151
20,201901,O,1939,430,3151
20,201901,O,621,4215,3151
20,201901,G,0,0,3151
20,201901,G,1517,6099,3151
20,201901,U,0,0,3151
20,201901,U,0,0,3151
20,201901,G,712,138,3151
20,201901,U,0,0,3151
20,201901,O,0,0,3151
20,201901,O,1363,1137,3151
20,201901,O,0,0,3151
20,201901,O,0,0,3151
20,201901,O,12476,18608,3151
20,201901,O,0,0,3151
20,201901,O,1096,8544,3151
26,201901,U,0,0,3151
26,201901,U,0,0,3151
26,201901,U,0,0,3151
26,201901,O,0,0,3151
26,201901,U,0,0,3151
26,201901,O,1022,698,3151
26,201901,U,0,0,3151
26,201901,G,0,0,3151
26,201901,U,0,0,3151
26,201901,O,0,0,3151
26,201901,O,0,0,3151
26,201901,O,0,0,3151
26,201901,U,0,0,3151
26,201901,O,904,297,3151
26,201901,O,894,544,3151
26,201901,O,0,0,3151
26,201901,O,994,2013,3151
26,201901,O,1219,8595,3151
26,201901,O,257,2122,3151
26,201901,O,1282,984,3151
26,201901,O,0,0,3151
26,201901,O,1525,414,3151
26,201901,G,0,0,3151
26,201901,G,0,415,3151
26,201901,O,0,0,3151
26,201901,O,673,435,3151
26,201901,O,0,0,3151
26,201901,U,0,0,3151
26,201901,O,0,1844,3151
26,201901,G,0,0,3151
26,201901,O,0,0,3151
26,201901,O,252,127,3151
26,201901,O,0,0,3151
26,201901,O,0,0,3151
26,201901,O,1477,802,3151
26,201901,O,1432,769,3151
26,201901,O,1832,198,3151
26,201901,O,1205,106,3151
26,201901,O,889,142,3151
26,201901,O,0,0,3151
26,201901,O,1154,1133,3151
26,201901,O,352,0,3151
26,201901,O,0,0,3151
26,201901,O,1055,1810,3151
26,201901,O,0,0,3151
26,201901,O,0,0,3151
26,201901,O,818,370,3151
26,201901,O,0,0,3151
26,201901,O,2792,2372,3151
26,201901,O,3488,432,3151
26,201901,O,0,0,3151
26,201901,O,0,0,3151
26,201901,G,0,0,3151
26,201901,G,0,0,3151
26,201901,G,0,0,3151
26,201901,O,458,4439,3151
26,201901,U,0,0,3151
28,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,O,620,1840,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,O,678,1987,3151
31,201901,O,0,0,3151
31,201901,O,450,774,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,O,1694,868,3151
31,201901,O,1020,474,3151
31,201901,O,0,0,3151
31,201901,O,0,0,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,G,542,2838,3151
31,201901,O,0,0,3151
31,201901,U,0,0,3151
31,201901,O,86,3261,3151
31,201901,O,745,2510,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,O,513,1142,3151
31,201901,O,722,672,3151
31,201901,O,0,0,3151
31,201901,O,617,753,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,O,0,0,3151
31,201901,O,538,2453,3151
31,201901,O,0,0,3151
31,201901,O,289,597,3151
31,201901,O,0,0,3151
31,201901,O,1540,329,3151
31,201901,O,0,0,3151
31,201901,O,1051,1350,3151
31,201901,O,1055,991,3151
31,201901,O,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,O,480,1431,3151
31,201901,O,0,0,3151
31,201901,U,0,0,3151
31,201901,O,0,0,3151
31,201901,O,1764,4190,3151
31,201901,O,0,0,3151
32,201901,O,432,942,3151
34,201901,O,935,31,3151
34,201901,U,0,0,3151
34,201901,O,874,2226,3151
34,201901,U,0,0,3151
34,201901,O,895,6840,3151
34,201901,O,99,444,3151
34,201901,O,140,3728,3151
34,201901,U,0,0,3151
34,201901,U,0,0,3151
34,201901,U,0,0,3151
34,201901,O,339,0,3151
34,201901,O,147,0,3151
34,201901,O,0,0,3151
34,201901,U,0,0,3151
34,201901,U,0,0,3151
34,201901,O,92,4072,3151
34,201901,O,223,617,3151
34,201901,O,464,847,3151
34,201901,U,0,0,3151
34,201901,O,2408,2491,3151
34,201901,O,0,0,3151
34,201901,O,0,0,3151
49,201901,O,6542,2094,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,O,1456,439,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,U,0,0,3295
49,201901,O,0,0,3295
49,201901,O,959,739,3295
49,201901,O,0,0,3295
49,201901,G,1710,1575,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,O,265,1724,3295
49,201901,O,1191,2843,3295
49,201901,O,0,0,3295
49,201901,O,915,251,3295
49,201901,O,0,0,3295
49,201901,O,441,2601,3295
49,201901,O,176,2072,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,U,0,0,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,O,0,0,3295
49,201901,G,0,0,3295
49,201901,G,0,0,3295
50,201901,G,0,0,3295
50,201901,O,684,1225,3295
50,201901,O,0,0,3295
50,201901,G,0,2276,3295
50,201901,O,0,0,3295
50,201901,O,1114,3017,3295
50,201901,O,0,0,3295
50,201901,O,527,918,3295
50,201901,G,0,0,3295
50,201901,G,0,0,3295
50,201901,O,0,0,3295
50,201901,O,0,0,3295
51,201901,O,0,0,3295
51,201901,O,0,0,3295
51,201901,G,0,0,3295
51,201901,O,0,0,3295
51,201901,U,0,0,3295
52,201901,U,0,0,3295
52,201901,G,665,14484,3295
52,201901,O,0,0,3295
52,201901,O,0,0,3295
52,201901,O,0,0,3295
52,201901,U,0,0,3295
57,201901,G,1440,1546,3520
57,201901,U,0,0,3520
57,201901,U,0,0,3520
60,201901,G,0,0,3520
60,201901,O,0,0,3520
60,201901,O,1579,1389,3520
60,201901,U,0,0,3520
60,201901,O,755,1145,3520
60,201901,U,0,0,3520
60,201901,U,0,0,3520
60,201901,U,0,0,3520
60,201901,O,0,0,3520
60,201901,O,1857,2249,3520
60,201901,U,0,0,3520
60,201901,O,0,0,3520
60,201901,G,727,4111,3520
60,201901,G,411,12217,3520
60,201901,G,270,16531,3520
60,201901,U,0,0,3520
60,201901,U,0,0,3520
60,201901,G,842,373,3520
60,201901,O,0,0,3520
62,201901,U,0,0,3520
63,201901,U,0,0,1834
63,201901,O,0,0,1834
63,201901,U,0,0,1834
63,201901,O,0,0,1834
63,201901,S,0,0,1834
63,201901,U,0,0,1834
63,201901,U,0,0,1834
63,201901,O,0,0,1834
63,201901,S,0,0,1834
63,201901,O,0,0,1834
63,201901,S,0,0,1834
63,201901,O,2071,8038,1834
63,201901,U,0,0,1834
63,201901,O,2676,3979,1834
63,201901,O,14158,7732,1834
63,201901,O,11584,12332,1834
63,201901,U,0,0,1834
63,201901,O,0,0,1834
63,201901,O,2504,3529,1834
63,201901,U,0,0,1834
63,201901,G,0,0,1834
64,201901,U,0,0,1834
64,201901,U,0,0,1834
64,201901,U,0,0,1834
64,201901,O,479,0,1834
64,201901,O,0,0,1834
64,201901,O,986,0,1834
65,201901,G,427,0,1834
65,201901,O,360,0,1834
66,201901,U,0,0,1834
66,201901,U,0,0,1834
66,201901,U,0,0,1834
66,201901,U,0,0,1834
66,201901,G,1383,0,1834
66,201901,U,0,0,1834
66,201901,G,1187,5761,1834
66,201901,G,0,0,1834
66,201901,G,0,0,1834
66,201901,U,0,0,1834
66,201901,U,0,0,1834
66,201901,G,0,0,1834
66,201901,G,742,6225,1834
66,201901,U,0,0,1834
66,201901,U,0,0,1834
66,201901,U,0,0,1834
67,201901,O,1188,0,1834
67,201901,U,0,0,1834
68,201901,U,0,0,1834
69,201901,U,0,0,1834
69,201901,G,0,0,1834
69,201901,O,1439,0,1834
69,201901,G,112,22316,1834
69,201901,O,0,0,1834
71,201901,G,0,0,3295
71,201901,O,0,0,3295
71,201901,O,0,0,3295
71,201901,G,0,0,3295
71,201901,O,0,0,3295
71,201901,G,0,0,3295
71,201901,U,0,0,3295
71,201901,U,0,0,3295
71,201901,U,0,0,3295
79,201901,U,0,0,3247
79,201901,U,0,0,3247
79,201901,U,0,0,3247
79,201901,U,0,0,3247
79,201901,G,0,0,3247
79,201901,G,0,0,3247
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,U,0,0,3295
81,201901,G,2,50550,3295
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,13781,3295
81,201901,G,0,0,3295
81,201901,U,0,0,3295
81,201901,U,0,0,3295
81,201901,U,0,0,3295
81,201901,U,0,0,3295
81,201901,U,0,0,3295
81,201901,U,0,0,3295
81,201901,G,0,0,3295
81,201901,G,0,1068,3295
82,201901,G,0,27832,3295
127,201901,G,0,0,2451
128,201901,U,0,0,2451
128,201901,U,0,0,2451
128,201901,U,0,0,2451
128,201901,U,0,0,2451
128,201901,O,0,0,2451
128,201901,U,0,0,2451
128,201901,O,0,0,2451
128,201901,O,0,0,2451
128,201901,O,1388,5079,2451
128,201901,G,64,71,2451
128,201901,O,0,0,2451
128,201901,O,75,187,2451
128,201901,U,0,0,2451
128,201901,O,2506,4615,2451
129,201901,G,0,28552,2451
129,201901,O,2763,4560,2451
129,201901,G,0,0,2451
129,201901,O,0,0,2451
129,201901,G,0,0,2451
129,201901,U,0,0,2451
129,201901,O,1432,1136,2451
129,201901,G,0,0,2451
129,201901,O,1928,9836,2451
129,201901,G,0,0,2451
129,201901,U,0,0,2451
129,201901,O,386,1033,2451
129,201901,G,0,0,2451
129,201901,O,791,0,2451
129,201901,O,1869,0,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,O,0,0,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,O,2434,3816,2451
130,201901,U,0,0,2451
130,201901,U,0,0,2451
130,201901,O,1672,0,2451
130,201901,O,333,0,2451
130,201901,O,4598,4974,2451
130,201901,O,4522,11643,2451
131,201901,U,0,0,2451
131,201901,U,0,0,2451
131,201901,U,0,0,2451
131,201901,U,0,0,2451
131,201901,U,0,0,2451
132,201901,U,0,0,2451
133,201901,O,751,393,2451
133,201901,O,0,0,2451
133,201901,U,0,0,2451
133,201901,O,490,1587,2451
133,201901,G,3348,5536,2451
133,201901,O,0,0,2451
133,201901,G,0,0,2451
133,201901,O,0,0,2451
133,201901,G,0,0,2451
133,201901,G,0,0,2451
133,201901,G,0,0,2451
133,201901,U,0,0,2451
133,201901,O,8103,2703,2451
133,201901,G,0,0,2451
133,201901,O,0,0,2451
133,201901,O,0,0,2451
133,201901,O,1639,951,2451
133,201901,G,6811,3643,2451
133,201901,O,0,0,2451
133,201901,O,643,2723,2451
133,201901,U,0,0,2451
133,201901,O,520,1043,2451
133,201901,O,3873,10455,2451
133,201901,O,1819,2995,2451
133,201901,O,0,0,2451
133,201901,O,0,0,2451
133,201901,O,442,698,2451
134,201901,U,0,0,2451
134,201901,G,0,16558,2451
134,201901,G,0,0,2451
134,201901,O,1704,438,2451
134,201901,O,718,1002,2451
134,201901,U,0,0,2451
134,201901,O,0,0,2451
134,201901,O,6256,3007,2451
134,201901,U,0,0,2451
134,201901,U,0,0,2451
134,201901,O,2480,6202,2451
134,201901,U,0,0,2451
134,201901,O,2135,5733,2451
134,201901,G,0,0,2451
134,201901,O,2196,8663,2451
165,201901,U,0,0,3151
165,201901,O,590,148,3151
165,201901,U,0,0,3151
165,201901,U,0,0,3151
165,201901,U,0,0,3151
165,201901,U,0,0,3151
165,201901,U,0,0,3151
165,201901,O,430,394,3151
165,201901,O,0,0,3151
165,201901,U,0,0,3151
165,201901,O,1862,434,3151
165,201901,O,1586,591,3151
165,201901,U,0,0,3151
165,201901,O,807,929,3151
166,201901,U,0,0,3481
166,201901,O,1528,623,3481
166,201901,U,0,0,3481
166,201901,U,0,0,3481
166,201901,U,0,0,3481
166,201901,O,1431,451,3481
166,201901,O,930,330,3481
166,201901,O,2138,2182,3481
166,201901,U,0,0,3481
166,201901,U,0,0,3481
166,201901,U,0,0,3481
166,201901,U,0,0,3481
166,201901,O,3087,2113,3481
166,201901,O,252,178,3481
166,201901,G,1688,246,3481
166,201901,U,0,0,3481
166,201901,O,1256,678,3481
166,201901,G,336,143,3481
166,201901,O,672,383,3481
166,201901,S,0,0,3481
166,201901,S,0,0,3481
174,201901,O,3261,4503,2451
177,201901,O,0,0,2451
177,201901,O,689,2448,2451
177,201901,O,8087,9479,2451
180,201901,U,0,0,2451
180,201901,U,0,0,2451
180,201901,G,5069,8725,2451
180,201901,U,0,0,2451
180,201901,G,1954,6798,2451
180,201901,U,0,0,2451
180,201901,O,2315,2720,2451
180,201901,U,0,0,2451
181,201901,O,3304,2482,2451
182,201901,U,0,0,2451
182,201901,O,2085,532,2451
182,201901,O,0,0,2451
182,201901,U,0,0,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,1435,646,2451
182,201901,O,628,646,2451
182,201901,O,1884,1634,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,22,0,2451
182,201901,U,0,0,2451
182,201901,O,3778,4170,2451
182,201901,O,0,0,2451
182,201901,O,1053,52,2451
182,201901,O,1261,0,2451
182,201901,O,1569,0,2451
182,201901,O,1144,0,2451
182,201901,O,0,0,2451
182,201901,O,927,0,2451
182,201901,O,0,0,2451
182,201901,O,996,0,2451
182,201901,O,876,0,2451
182,201901,G,1459,7367,2451
182,201901,O,0,0,2451
182,201901,U,0,0,2451
182,201901,U,0,0,2451
182,201901,O,1458,0,2451
182,201901,U,0,0,2451
182,201901,U,0,0,2451
182,201901,O,0,0,2451
182,201901,O,0,0,2451
182,201901,O,3886,2676,2451
182,201901,O,5389,42549,2451
182,201901,O,1865,4370,2451
182,201901,O,0,0,2451
182,201901,O,2612,4200,2451
182,201901,O,0,0,2451
184,201901,G,0,0,3147
184,201901,G,0,0,3147
184,201901,G,0,0,3147
184,201901,G,0,0,3147
184,201901,G,0,0,3147
184,201901,G,0,0,3147
184,201901,G,0,0,3147
184,201901,G,0,0,3147
196,201901,U,0,0,2375
196,201901,O,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,O,0,0,2375
196,201901,O,200,74,2375
196,201901,O,1672,1015,2375
196,201901,G,0,0,2375
196,201901,U,0,0,2375
196,201901,O,3808,410,2375
196,201901,O,110,671,2375
196,201901,O,1050,942,2375
196,201901,O,1015,1273,2375
196,201901,O,0,0,2375
196,201901,U,0,0,2375
196,201901,O,325,3008,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,U,0,0,2375
196,201901,G,0,0,2375
204,201901,G,0,0,3151
204,201901,G,0,0,3151
204,201901,U,0,0,3151
204,201901,U,0,0,3151
204,201901,G,886,2500,3151
204,201901,G,0,0,3151
204,201901,U,0,0,2375
204,201901,G,0,0,3151
204,201901,O,0,0,3151
204,201901,O,3798,2717,3151
204,201901,O,0,0,3151
204,201901,G,0,0,3151
204,201901,G,0,0,3151
244,201901,U,0,0,3295
244,201901,U,0,0,3295
244,201901,U,0,0,3295
244,201901,U,0,0,3295
244,201901,O,0,0,3295
244,201901,O,0,0,3295
244,201901,O,0,0,3295
244,201901,O,0,0,3295
244,201901,U,0,0,3295
244,201901,U,0,0,3295
244,201901,U,0,0,3295
244,201901,O,0,0,3295
244,201901,O,0,0,3295
244,201901,U,0,0,3295
247,201901,G,824,44338,3295
247,201901,U,0,0,3295
247,201901,U,0,0,3295
247,201901,U,0,0,3295
247,201901,U,0,0,3295
247,201901,G,591,27399,3295
247,201901,U,0,0,3295
247,201901,U,0,0,3295
263,201901,O,373,276,2375
263,201901,O,653,635,2375
263,201901,G,821,515,2375
263,201901,O,0,0,2375
263,201901,O,1638,661,2375
263,201901,O,0,0,2375
263,201901,O,0,0,2375
263,201901,O,2087,2627,2375
263,201901,O,2528,1696,2375
263,201901,O,902,2940,2375
263,201901,O,0,0,2375
263,201901,O,0,0,2375
263,201901,O,703,21,2375
263,201901,O,660,71,2375
263,201901,O,0,0,2375
263,201901,O,0,0,2375
263,201901,O,0,0,2375
263,201901,O,212,276,2375
263,201901,O,469,477,2375
263,201901,O,2261,1452,2375
263,201901,O,845,1327,2375
263,201901,G,0,0,2375
263,201901,O,45,232,2375
263,201901,O,678,1143,2375
263,201901,O,0,0,2375
263,201901,O,316,1041,2375
263,201901,O,0,0,2375
263,201901,O,237,634,2375
263,201901,O,152,585,2375
263,201901,O,1969,299,2375
263,201901,G,0,0,2375
263,201901,O,569,388,2375
263,201901,O,0,0,2375
263,201901,O,0,0,2375
263,201901,O,0,0,2375
263,201901,G,158,272,2375
263,201901,U,0,0,2375
263,201901,O,0,5167,2375
263,201901,U,0,0,2375
263,201901,U,0,0,2375
263,201901,O,0,0,2375
263,201901,O,95,64,2375
263,201901,O,267,485,2375
263,201901,O,76,108,2375
263,201901,G,0,0,2375
263,201901,O,730,457,2375
263,201901,O,1643,985,2375
310,201901,U,0,0,3151
310,201901,U,0,0,3151
310,201901,G,0,10258,3151
310,201901,U,0,0,3151
310,201901,G,0,0,3151
310,201901,G,0,0,3151
310,201901,U,0,0,3151
310,201901,U,0,0,2375
310,201901,G,0,0,3151
310,201901,G,0,0,3151
310,201901,U,0,0,3151
310,201901,O,0,0,3151
310,201901,G,0,0,3151
310,201901,G,0,11416,3151
310,201901,U,0,0,3151
310,201901,U,0,0,2375
310,201901,U,0,0,2375
310,201901,U,0,0,2375
310,201901,O,328,977,3151
310,201901,O,984,994,3151
310,201901,O,2340,9498,3151
310,201901,G,0,0,2375
310,201901,U,0,0,2375
310,201901,O,233,612,2266
310,201901,G,0,0,2266
310,201901,U,0,0,2375
310,201901,O,1904,1275,3151
310,201901,U,0,0,3151
310,201901,U,0,0,3151
310,201901,O,5723,2784,2375
310,201901,O,0,0,2375
310,201901,U,0,0,3151
310,201901,U,0,0,2375
310,201901,U,0,0,3151
310,201901,G,0,43713,2375
310,201901,G,0,0,2266
310,201901,U,0,0,2375
310,201901,O,4742,1749,2266
310,201901,U,0,0,3151
310,201901,O,0,0,2266
310,201901,O,709,394,2266
310,201901,O,3951,1405,2375
310,201901,U,0,0,2375
310,201901,G,0,0,2266
310,201901,U,0,0,2375
310,201901,G,0,4499,3151
310,201901,G,0,0,3151
310,201901,G,0,12185,2375
310,201901,U,0,0,2375
310,201901,G,0,0,2375
310,201901,G,1942,14552,3151
310,201901,G,3952,64188,3151
310,201901,U,0,0,2375
310,201901,G,2412,53225,3151
310,201901,U,0,0,3151
310,201901,G,0,0,3151
310,201901,G,2635,130426,3151
310,201901,G,952,96995,3151
310,201901,G,2940,282785,3151
310,201901,U,0,0,3151
310,201901,G,2188,253547,3151
310,201901,G,590,97902,3151
310,201901,U,0,0,3151
310,201901,U,0,0,2375
310,201901,U,0,0,3151
310,201901,O,982,957,3151
310,201901,O,0,0,3151
310,201901,O,1673,1115,3151
310,201901,U,0,0,3151
310,201901,U,0,0,3151
310,201901,O,0,0,3151
310,201901,O,1410,1347,3151
310,201901,U,0,0,3151
310,201901,U,0,0,3151
310,201901,U,0,0,3151
310,201901,G,0,0,3151
310,201901,G,0,0,3151
310,201901,O,1948,1926,3151
310,201901,O,2132,2128,3151
310,201901,O,1659,1687,3151
310,201901,O,1694,1254,3151
310,201901,O,1676,1211,3151
310,201901,U,0,0,2375
310,201901,O,0,0,2266
310,201901,G,0,0,2266
310,201901,S,0,0,3151
310,201901,S,0,0,3151
333,201901,G,718,34379,1284
333,201901,G,0,0,1284
333,201901,G,0,438,1284
333,201901,G,0,0,1284
335,201901,O,737,480,1284
336,201901,O,3277,1062,1284
346,201901,G,992,31007,1284
346,201901,U,0,0,1284
347,201901,U,0,0,1284
347,201901,G,1895,8646,1284
353,201901,U,0,0,3368
353,201901,O,0,0,3368
353,201901,O,0,0,3368
353,201901,U,0,0,3368
353,201901,U,0,0,3368
353,201901,O,0,0,3368
353,201901,O,0,0,3368
353,201901,O,0,0,3368
353,201901,O,0,0,3368
353,201901,O,635,24,3368
367,201901,U,0,0,3151
367,201901,U,0,0,3151
367,201901,U,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,O,0,0,3151
367,201901,G,0,0,3151
367,201901,O,0,0,3151
367,201901,U,0,0,3151
367,201901,O,3737,17574,3151
367,201901,O,517,5,3151
367,201901,U,0,0,3151
367,201901,U,0,0,3151
367,201901,U,0,0,3151
367,201901,G,0,0,3151
367,201901,U,0,0,3151
367,201901,O,1167,352,3151
367,201901,O,0,0,3151
367,201901,U,0,0,3151
369,201901,O,1740,399,3481
369,201901,O,1563,2795,3481
369,201901,O,0,0,3481
369,201901,O,1499,678,3481
369,201901,O,887,251,3481
369,201901,O,660,576,3481
369,201901,S,0,0,3481
369,201901,S,0,0,3481
369,201901,O,1271,820,3481
369,201901,O,2404,400,3481
369,201901,O,1659,372,3481
369,201901,O,1488,515,3481
369,201901,O,4749,2029,3481
369,201901,U,0,0,3481
369,201901,S,0,0,3481
369,201901,S,0,0,3481
369,201901,U,0,0,3481
369,201901,U,0,0,3481
369,201901,U,0,0,3481
369,201901,U,0,0,3481
369,201901,U,0,0,3481
369,201901,U,0,0,3481
369,201901,O,4054,617,3481
369,201901,S,0,0,3481
369,201901,S,0,0,3481
369,201901,S,0,0,3481
369,201901,O,810,373,3481
370,201901,O,3979,1571,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,O,6946,1405,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,U,0,0,3481
370,201901,S,0,0,3481
370,201901,S,0,0,3481
372,201901,O,0,0,1284
372,201901,G,0,0,1284
372,201901,G,0,0,1284
373,201901,U,0,0,3481
373,201901,U,0,0,3481
373,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,O,2551,1880,3481
374,201901,G,0,0,3481
374,201901,U,0,0,3481
374,201901,O,684,781,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,G,0,0,3481
374,201901,O,960,1003,3481
374,201901,G,0,0,3481
374,201901,O,0,0,3481
374,201901,O,1830,1081,3481
374,201901,O,1477,1661,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,S,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,O,0,0,3481
374,201901,O,3162,1640,3481
374,201901,O,0,0,3481
374,201901,O,595,1232,3481
374,201901,O,870,1393,3481
374,201901,O,3026,1400,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,G,0,0,3481
374,201901,O,496,2312,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,O,5987,2095,3481
374,201901,U,0,0,3481
374,201901,U,0,0,3481
374,201901,O,1715,2101,3481
374,201901,U,0,0,3481
374,201901,O,0,0,3481
374,201901,U,0,0,3481
374,201901,O,0,0,3481
374,201901,G,0,0,3481
374,201901,O,0,0,3481
374,201901,G,443,5825,3481
374,201901,O,601,1258,3481
374,201901,O,0,0,3481
374,201901,O,490,1200,3481
374,201901,O,0,0,3481
374,201901,O,0,0,3481
374,201901,G,54,1915,3481
375,201901,O,652,1301,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,O,1174,1334,3481
375,201901,O,613,1173,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,O,0,0,3481
375,201901,O,530,2248,3481
375,201901,O,1001,1651,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
375,201901,U,0,0,3481
